,HI_M3-Ambiente,PHI_M3-Ambiente,PSN_M3-Ambiente,SW_M3-Ambiente,SWP_M3-Ambiente,StWP_M3-Ambiente,VPP_M3-Ambiente,YdHa_M3-Ambiente,YdPl_M3-Ambiente,HI_INV-M3-1,PHI_INV-M3-1,PSN_INV-M3-1,SW_INV-M3-1,SWP_INV-M3-1,StWP_INV-M3-1,VPP_INV-M3-1,YdHa_INV-M3-1,YdPl_INV-M3-1,HI_INV-M3-2,PHI_INV-M3-2,PSN_INV-M3-2,SW_INV-M3-2,SWP_INV-M3-2,StWP_INV-M3-2,VPP_INV-M3-2,YdHa_INV-M3-2,YdPl_INV-M3-2,PHI_Caribia,YdHa_Caribia,YdPl_Caribia,PHI_Espinal,SW_Espinal,YdHa_Espinal,YdPl_Espinal
GCDT_098,55.365,78.375,3.718,0.227,0.855,10.049,3.413,870.017,6.229,50.187,79.467,3.268,0.207,0.668,16.71,13.113,955.507,5.342,58.061,79.648,3.451,0.201,0.7,11.151,5.404,1068.788,7.905,72.14,152.156,2.528,80.237,0.251,1553.192,16.955
GCDT_099,62.04,74.552,3.057,0.189,0.538,3.452,3.54,640.029,4.2,59.667,77.324,2.941,0.196,0.58,16.319,13.041,1339.65,7.421,64.688,78.868,3.113,0.194,0.639,6.279,4.822,929.557,6.453,NA,NA,NA,78.652,0.235,1428.394,17.208
GCDT_100,65.377,76.189,3.373,0.19,0.619,4.223,3.465,857.933,5.788,63.318,79.541,2.653,0.209,0.547,10.811,13.114,788.808,4.852,64.07,80.911,3.079,0.192,0.629,6.981,NA,928.204,6.78,NA,NA,NA,NA,NA,NA,NA
GCDT_101,49.295,68.203,2.637,0.179,0.434,10.759,4.979,974.354,7.011,39.933,71.907,2.185,0.214,0.462,25.356,12.97,1168.704,6.421,62.663,79.957,2.827,0.215,0.627,9.769,6.57,1085.583,7.564,NA,NA,NA,NA,NA,NA,NA
GCDT_102,55.522,69.937,2.376,0.194,0.413,3.557,3.456,537.792,4.31,50.254,73.197,2.217,0.226,0.488,18.713,13.22,1048.403,5.934,55.297,74.722,2.373,0.214,0.504,12.082,NA,933.465,6.699,NA,NA,NA,NA,NA,NA,NA
GCDT_103,57.083,72.498,2.968,0.203,0.596,9.073,4.229,979.913,7.173,52.953,71.608,2.184,0.235,0.484,13.311,13.168,905.555,5.344,47.541,76.93,2.421,0.257,0.582,17.563,NA,924.665,6.432,64.088,119.361,2.276,76.627,0.25,1154.107,15.571
GCDT_104,62.4,74.57,3.37,0.211,0.72,5.347,3.528,1004.276,7.735,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.095,79.146,3.251,0.244,0.814,10.628,NA,1248.506,9.804,NA,NA,NA,77.532,0.238,1455.263,15.533
GCDT_105,NA,NA,NA,NA,NA,5.082,4.819,NA,NA,46.916,70.113,2.266,0.193,0.443,18.277,13.137,996.404,5.49,54.927,75.553,2.979,0.185,0.594,8.392,10.266,838.118,6.232,NA,NA,NA,77.189,0.2,805.541,9.373
GCDT_106,47.597,73.784,3.628,0.237,0.891,10.353,NA,869.878,6.6,28.98,76.589,2.83,0.244,0.686,27.118,13.177,796.632,4.845,45.153,76.82,2.774,0.276,0.722,20.097,5.69,965.5,6.777,NA,NA,NA,NA,NA,NA,NA
GCDT_107,49.468,70.971,2.543,0.247,0.577,8.472,3.508,696.197,4.994,25.319,68.406,2.061,0.312,0.605,31.28,13.068,613.255,3.916,42.404,77.866,2.35,0.315,0.7,22.824,NA,969.751,6.835,67.249,137.228,2.399,78.502,NA,NA,NA
GCDT_108,48.22,69.001,3.186,0.234,0.753,17.664,4.928,1146.956,7.489,47.345,77.271,2.432,0.251,0.61,20.527,13.052,1008.699,5.534,53.669,75.31,2.307,0.31,0.716,16.89,5.389,1462.708,9.644,71.027,118.702,2.274,78.502,0.245,1243.2,12.983
GCDT_109,61.755,73.537,3.874,0.177,0.672,4.936,3.433,969.443,6.804,58.486,77.649,3.937,0.208,0.816,17.939,13.198,1319.588,6.912,61.644,80.096,3.3,0.191,0.646,8.669,5.87,717.178,5.893,NA,NA,NA,78.964,0.216,1047.654,11.839
GCDT_110,59.429,73.336,2.847,0.21,0.585,7.648,3.59,1079.896,7.246,56.149,78.751,3.695,0.225,0.848,25.509,13.355,2016.109,9.936,59.987,80.788,3.589,0.252,0.918,9.476,NA,1055.063,7.332,63.717,121.194,2.207,79.284,0.231,1399.775,14.849
GCDT_111,64.423,75.815,3.236,0.214,0.673,4.102,NA,918.838,6.017,57.806,76.915,3.065,0.227,0.7,18.186,13.087,1423.551,7.721,60.848,79.748,3.557,0.236,0.866,13.386,6.031,1413.005,8.861,70.294,189.86,2.736,79.039,0.228,1683.553,19.34
GCDT_112,62.41,75.349,3.269,0.191,0.625,5.61,3.558,991.152,8.022,55.89,76.892,2.643,0.268,0.685,19.042,NA,1312.82,6.95,57.153,76.619,2.841,0.272,0.746,14.073,7.354,1107.074,7.651,69.21,121.582,2.306,73.252,0.258,1031.639,11.265
GCDT_113,61.839,74.783,3.842,0.208,0.807,5.202,3.65,935.094,6.937,54.76,76.23,2.995,0.225,0.669,15.397,12.937,893.234,5.614,58.362,78.426,3.53,0.228,0.809,11.366,5.376,1106.421,8.09,68.357,161.027,2.674,76.955,0.237,1016.078,12.65
GCDT_114,50.208,69.375,2.309,0.216,0.436,5.355,3.367,606.629,4.241,53.691,74.141,2.595,0.261,0.637,23.192,13.101,1708.099,8.714,NA,75.269,2.438,0.262,0.599,NA,NA,909.586,6.355,68.861,127.27,2.283,74.855,0.264,1259.569,14.719
GCDT_115,49.915,69.434,3.152,0.192,0.561,11.103,3.446,941.025,7.483,30.912,64.129,2.457,0.208,0.504,35.611,13.363,885.99,5.203,40.83,65.642,2.664,0.216,0.58,30.881,7.231,1465.093,8.694,NA,NA,NA,73.278,0.246,1327.029,13.488
GCDT_116,38.3,70.446,3.279,0.167,0.565,23.953,3.899,867.201,5.956,39.824,67.715,2.245,0.192,0.444,32.086,13.204,1325.654,7.364,28.583,73.132,2.741,0.198,0.574,37.278,5.35,819.214,6.154,NA,NA,NA,NA,NA,NA,NA
GCDT_117,55.059,71.601,3.134,0.212,0.676,9.471,3.452,1050.682,8.357,47.835,71.784,2.603,0.279,0.715,27.371,NA,1587.718,8.517,NA,NA,NA,NA,NA,47.974,NA,NA,NA,NA,NA,NA,77.283,0.25,1108.459,11.716
GCDT_118,54.995,69.888,2.79,0.193,0.521,4.289,3.425,768.551,5.744,35.738,70.336,2.919,0.188,0.55,23.838,13.284,975.533,5.677,40.106,68.391,2.68,0.202,0.556,17.098,4.818,745.259,5.04,NA,NA,NA,76.636,0.265,1939.562,11.693
GCDT_119,27.47,69.497,2.632,0.149,0.364,12.267,3.488,352.41,2.788,19.898,71.908,2.285,0.163,0.386,33.024,13.291,692.172,4.039,32.989,70.096,2.264,0.211,0.468,36.247,11.483,914.435,6.334,NA,NA,NA,NA,NA,NA,NA
GCDT_120,50.134,74.26,3.713,0.215,0.836,16.517,3.673,984.245,7.554,42.807,73.215,2.64,0.24,0.623,32.629,13.583,1382.291,7.61,40.129,74.199,2.408,0.218,0.536,20.138,NA,879.744,6.831,69.594,138.67,2.45,77.573,NA,NA,NA
GCDT_121,46.12,71.848,2.677,0.204,0.517,21.242,NA,1079.383,7.369,38.104,67.642,2.194,0.226,0.489,40.712,13.702,1637.8,8.366,36.961,61.695,2.149,0.203,0.468,33.024,10.784,1111.665,7.917,NA,NA,NA,77.086,0.245,871.872,9.023
GCDT_122,59.787,73.645,3.403,0.218,0.735,8.805,3.56,1359.547,10.791,51.017,73.519,3.053,0.221,0.675,29.813,13.185,1959.347,12.495,59.685,75.579,3.679,0.185,0.706,15.928,7.148,1762.459,14.279,59.598,124.204,2.266,79.947,0.195,1168.282,11.239
GCDT_123,55.993,73.524,3.221,0.237,0.778,8.494,NA,995.571,7.546,55.427,74.167,3.56,0.235,0.844,27.567,12.962,2516.095,13.51,57.07,74.291,3.267,0.232,0.783,13.367,4.919,1432.508,10.65,NA,NA,NA,NA,NA,NA,NA
GCDT_124,58.966,73.589,3.268,0.197,0.68,9.43,3.727,1191.115,7.63,55.776,76.498,3.012,0.222,0.668,24.63,13.433,2130.95,10.428,61.195,80.187,3.321,0.22,0.713,18.323,8.034,1950.785,11.429,63.761,90.777,2.119,78.473,0.223,949.875,9.521
GCDT_125,57.853,71.464,3.186,0.184,0.567,6.224,4.274,967.11,7.213,55.245,74.73,3.355,0.219,0.743,17.323,12.92,1195.339,6.57,59.404,78.016,3.19,0.211,0.692,8.868,NA,1033.864,7.623,NA,NA,NA,76.754,0.218,1244.539,13.325
GCDT_126,54.325,71.573,3.29,0.206,0.632,15.091,3.964,1416.407,9.242,NA,NA,NA,NA,NA,46.627,15.163,NA,NA,49.909,76.167,3.422,0.227,0.78,27.092,15.058,1608.856,10.66,66.279,136.161,2.422,75.849,0.239,1415.231,16.353
GCDT_127,57.969,73.875,3.594,0.216,0.848,18.543,NA,1919.399,11.426,56.918,71.553,3.223,0.226,0.714,19.334,13.293,2095.536,10.155,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.268,126.076,2.249,77.546,0.243,1088.45,10.902
GCDT_128,53.59,72.222,2.959,0.185,0.518,8.027,NA,837.744,5.608,51.8,75.124,2.659,0.206,0.541,20.674,NA,1296.762,7.015,55.639,77.111,3.056,0.199,0.634,11.655,5.858,958.64,6.994,66.132,120.674,2.167,80.238,0.212,988.837,10.729
GCDT_129,51.84,73.908,3.661,0.208,0.776,12.349,3.519,973.693,6.551,41.712,70.266,3.576,0.197,0.715,29.05,13.258,1199.997,6.544,54.056,78.569,3.538,0.252,0.893,21.789,NA,1300.189,8.4,69.086,128.949,2.288,79.868,0.239,1240.524,13.97
GCDT_130,58.882,74.626,3.747,0.222,0.853,8.728,NA,1065.427,8.404,37.952,69.44,2.897,0.213,0.615,37.448,13.18,1352.924,8.465,57.362,76.612,3.553,0.22,0.79,15.266,5.878,1287.513,12.105,69.676,133.304,2.313,79.655,0.233,1238.68,13.547
GCDT_131,51.225,70.334,3.257,0.165,0.514,8.219,NA,803.793,6.423,NA,NA,3.011,NA,NA,20.371,NA,NA,NA,44.984,75.9,3.042,0.228,0.669,20.025,8.75,930.864,5.973,71.381,127.736,2.306,78.116,0.226,1192.363,13.003
GCDT_132,50.024,74.079,3.237,0.226,0.725,11.301,NA,854.775,5.801,33.808,76.769,3.552,0.249,0.886,28.231,14.105,920.274,4.975,41.048,77.396,2.944,0.236,0.69,21.103,10.842,851.964,5.796,NA,NA,NA,NA,NA,NA,NA
GCDT_133,62.608,75.637,3.611,0.223,0.799,7.763,3.555,1033.905,6.989,56.619,80.554,3.606,0.223,0.807,19.534,13.057,1307.39,7.16,59.433,78.092,2.969,0.256,0.759,10.402,5.404,1047.07,7.012,68.433,114.095,2.246,79.566,0.22,1139.243,11.826
GCDT_134,59.751,72.217,3.89,0.194,0.746,4.99,NA,999.518,7.904,55.666,74.415,3.543,0.223,0.798,18.806,13.12,1550.453,7.985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
